Direction,Year,Country,Religion,Count,Percent,Region,level,countrycode
Outgoing,2000,United Kingdom,Other,"60,000",1.5,Europe,1,826
Outgoing,2000,United Kingdom,Unaffiliated,"1,270,000",31.8,Europe,1,826
Outgoing,2000,Channel Islands,All,"10,000",100,Europe,1,830
Outgoing,2000,Channel Islands,Buddhist,"< 10,000",1.2,Europe,1,830
Outgoing,2000,Channel Islands,Christian,"< 10,000",75.4,Europe,1,830
Outgoing,2000,Channel Islands,Hindu,"< 10,000",0.1,Europe,1,830
Outgoing,2000,Channel Islands,Jew,"< 10,000",0.3,Europe,1,830
Outgoing,2000,Channel Islands,Muslim,"< 10,000",0.2,Europe,1,830
Outgoing,2000,Channel Islands,Other,"< 10,000",2.6,Europe,1,830
Outgoing,2000,Channel Islands,Unaffiliated,"< 10,000",20.2,Europe,1,830
Outgoing,2000,Isle of Man,All,"< 10,000",100,Europe,1,833
Outgoing,2000,Isle of Man,Buddhist,"< 10,000",1.7,Europe,1,833
Outgoing,2000,Isle of Man,Christian,"< 10,000",76.1,Europe,1,833
Outgoing,2000,Isle of Man,Hindu,"< 10,000",0.1,Europe,1,833
Outgoing,2000,Isle of Man,Jew,"< 10,000",0.1,Europe,1,833
Outgoing,2000,Isle of Man,Muslim,"< 10,000",0.3,Europe,1,833
Outgoing,2000,Isle of Man,Other,"< 10,000",3.1,Europe,1,833
Outgoing,2000,Isle of Man,Unaffiliated,"< 10,000",18.6,Europe,1,833
Outgoing,2000,Tanzania,All,"230,000",100,Sub-Saharan Africa,1,834
Outgoing,2000,Tanzania,Buddhist,"< 10,000",0.1,Sub-Saharan Africa,1,834
Outgoing,2000,Tanzania,Christian,"180,000",78.2,Sub-Saharan Africa,1,834
Outgoing,2000,Tanzania,Hindu,"10,000",6.4,Sub-Saharan Africa,1,834
Outgoing,2000,Tanzania,Jew,"< 10,000",0,Sub-Saharan Africa,1,834
Outgoing,2000,Tanzania,Muslim,"30,000",11.1,Sub-Saharan Africa,1,834
Outgoing,2000,Tanzania,Other,"< 10,000",1.9,Sub-Saharan Africa,1,834
Outgoing,2000,Tanzania,Unaffiliated,"< 10,000",2.2,Sub-Saharan Africa,1,834
Outgoing,2000,United States,All,"2,040,000",100,North America,1,840
Outgoing,2000,United States,Buddhist,"40,000",1.9,North America,1,840
Outgoing,2000,United States,Christian,"1,430,000",70,North America,1,840
Outgoing,2000,United States,Hindu,"20,000",0.8,North America,1,840
Outgoing,2000,United States,Jew,"120,000",6,North America,1,840
Outgoing,2000,United States,Muslim,"70,000",3.2,North America,1,840
Outgoing,2000,United States,Other,"30,000",1.7,North America,1,840
Outgoing,2000,United States,Unaffiliated,"330,000",16.4,North America,1,840
Outgoing,2000,U.S. Virgin Islands,All,"< 10,000",100,Latin America-Caribbean,1,850
Outgoing,2000,U.S. Virgin Islands,Buddhist,"< 10,000",0.8,Latin America-Caribbean,1,850
Outgoing,2000,U.S. Virgin Islands,Christian,"< 10,000",80.5,Latin America-Caribbean,1,850
Outgoing,2000,U.S. Virgin Islands,Hindu,"< 10,000",0.1,Latin America-Caribbean,1,850
Outgoing,2000,U.S. Virgin Islands,Jew,"< 10,000",0.9,Latin America-Caribbean,1,850
Outgoing,2000,U.S. Virgin Islands,Muslim,"< 10,000",0.5,Latin America-Caribbean,1,850
Outgoing,2000,U.S. Virgin Islands,Other,"< 10,000",4.5,Latin America-Caribbean,1,850
Outgoing,2000,U.S. Virgin Islands,Unaffiliated,"< 10,000",12.8,Latin America-Caribbean,1,850
Outgoing,2000,Burkina Faso,All,"1,330,000",100,Sub-Saharan Africa,1,854
Outgoing,2000,Burkina Faso,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,854
Outgoing,2000,Burkina Faso,Christian,"270,000",20,Sub-Saharan Africa,1,854
Outgoing,2000,Burkina Faso,Hindu,"< 10,000",0,Sub-Saharan Africa,1,854
Outgoing,2000,Burkina Faso,Jew,"< 10,000",0,Sub-Saharan Africa,1,854
Outgoing,2000,Burkina Faso,Muslim,"900,000",67.9,Sub-Saharan Africa,1,854
Outgoing,2000,Burkina Faso,Other,"110,000",8.5,Sub-Saharan Africa,1,854
Outgoing,2000,Burkina Faso,Unaffiliated,"50,000",3.6,Sub-Saharan Africa,1,854
Outgoing,2000,Uruguay,All,"250,000",100,Latin America-Caribbean,1,858
Outgoing,2000,Uruguay,Buddhist,"< 10,000",0.2,Latin America-Caribbean,1,858
Outgoing,2000,Uruguay,Christian,"170,000",67.2,Latin America-Caribbean,1,858
Outgoing,2000,Uruguay,Hindu,"< 10,000",0.3,Latin America-Caribbean,1,858
Outgoing,2000,Uruguay,Jew,"< 10,000",4,Latin America-Caribbean,1,858
Outgoing,2000,Uruguay,Muslim,"< 10,000",0.4,Latin America-Caribbean,1,858
Outgoing,2000,Uruguay,Other,"< 10,000",4.1,Latin America-Caribbean,1,858
Outgoing,2000,Uruguay,Unaffiliated,"60,000",23.8,Latin America-Caribbean,1,858
Outgoing,2000,Uzbekistan,All,"1,640,000",100,Asia-Pacific,1,860
Outgoing,2000,Uzbekistan,Buddhist,"< 10,000",0.1,Asia-Pacific,1,860
Outgoing,2000,Uzbekistan,Christian,"590,000",36.2,Asia-Pacific,1,860
Outgoing,2000,Uzbekistan,Hindu,"20,000",1.1,Asia-Pacific,1,860
Outgoing,2000,Uzbekistan,Jew,"30,000",1.9,Asia-Pacific,1,860
Outgoing,2000,Uzbekistan,Muslim,"780,000",47.7,Asia-Pacific,1,860
Outgoing,2000,Uzbekistan,Other,"< 10,000",0.2,Asia-Pacific,1,860
Outgoing,2000,Uzbekistan,Unaffiliated,"210,000",12.8,Asia-Pacific,1,860
Outgoing,2000,Venezuela,All,"330,000",100,Latin America-Caribbean,1,862
Outgoing,2000,Venezuela,Buddhist,"< 10,000",0.1,Latin America-Caribbean,1,862
Outgoing,2000,Venezuela,Christian,"250,000",75.4,Latin America-Caribbean,1,862
Outgoing,2000,Venezuela,Hindu,"< 10,000",0,Latin America-Caribbean,1,862
Outgoing,2000,Venezuela,Jew,"< 10,000",0.5,Latin America-Caribbean,1,862
Outgoing,2000,Venezuela,Muslim,"< 10,000",0.7,Latin America-Caribbean,1,862
Outgoing,2000,Venezuela,Other,"< 10,000",1.2,Latin America-Caribbean,1,862
Outgoing,2000,Venezuela,Unaffiliated,"70,000",22,Latin America-Caribbean,1,862
Outgoing,2000,Wallis and Futuna,All,"< 10,000",100,Asia-Pacific,1,876
Outgoing,2000,Wallis and Futuna,Buddhist,"< 10,000",1.8,Asia-Pacific,1,876
Outgoing,2000,Wallis and Futuna,Christian,"< 10,000",80.8,Asia-Pacific,1,876
Outgoing,2000,Wallis and Futuna,Hindu,"< 10,000",2.3,Asia-Pacific,1,876
Outgoing,2000,Wallis and Futuna,Jew,"< 10,000",0.4,Asia-Pacific,1,876
Outgoing,2000,Wallis and Futuna,Muslim,"< 10,000",1.6,Asia-Pacific,1,876
Outgoing,2000,Wallis and Futuna,Other,"< 10,000",0.5,Asia-Pacific,1,876
Outgoing,2000,Wallis and Futuna,Unaffiliated,"< 10,000",12.5,Asia-Pacific,1,876
Outgoing,2000,Samoa,All,"100,000",100,Asia-Pacific,1,882
Outgoing,2000,Samoa,Buddhist,"< 10,000",1.3,Asia-Pacific,1,882
Outgoing,2000,Samoa,Christian,"90,000",85.9,Asia-Pacific,1,882
Outgoing,2000,Samoa,Hindu,"< 10,000",1.6,Asia-Pacific,1,882
Outgoing,2000,Samoa,Jew,"< 10,000",0.3,Asia-Pacific,1,882
Outgoing,2000,Samoa,Muslim,"< 10,000",1.2,Asia-Pacific,1,882
Outgoing,2000,Samoa,Other,"< 10,000",0.5,Asia-Pacific,1,882
Outgoing,2000,Samoa,Unaffiliated,"< 10,000",9.2,Asia-Pacific,1,882
Outgoing,2000,Yemen,All,"550,000",100,Middle East-North Africa,1,887
Outgoing,2000,Yemen,Buddhist,"< 10,000",0,Middle East-North Africa,1,887
Outgoing,2000,Yemen,Christian,"20,000",4,Middle East-North Africa,1,887
Outgoing,2000,Yemen,Hindu,"< 10,000",0.4,Middle East-North Africa,1,887
Outgoing,2000,Yemen,Jew,"40,000",6.7,Middle East-North Africa,1,887
Outgoing,2000,Yemen,Muslim,"480,000",88.6,Middle East-North Africa,1,887
Outgoing,2000,Yemen,Other,"< 10,000",0.1,Middle East-North Africa,1,887
Outgoing,2000,Yemen,Unaffiliated,"< 10,000",0.2,Middle East-North Africa,1,887
Outgoing,2000,Zambia,All,"180,000",100,Sub-Saharan Africa,1,894
Outgoing,2000,Zambia,Buddhist,"< 10,000",0.3,Sub-Saharan Africa,1,894
Outgoing,2000,Zambia,Christian,"140,000",78.9,Sub-Saharan Africa,1,894
Outgoing,2000,Zambia,Hindu,"< 10,000",1.6,Sub-Saharan Africa,1,894
Outgoing,2000,Zambia,Jew,"< 10,000",0.1,Sub-Saharan Africa,1,894
Outgoing,2000,Zambia,Muslim,"20,000",10.3,Sub-Saharan Africa,1,894
Outgoing,2000,Zambia,Other,"< 10,000",3.9,Sub-Saharan Africa,1,894
Outgoing,2000,Zambia,Unaffiliated,"< 10,000",5,Sub-Saharan Africa,1,894
Outgoing,2005,Global Total,All,"191,430,000",100,Global,3,9999
Outgoing,2005,Global Total,Buddhist,"7,420,000",3.9,Global,3,9999
Outgoing,2005,Global Total,Christian,"94,060,000",49.1,Global,3,9999
Outgoing,2005,Global Total,Hindu,"9,910,000",5.2,Global,3,9999
Outgoing,2005,Global Total,Jew,"2,640,000",1.4,Global,3,9999
Outgoing,2005,Global Total,Muslim,"46,120,000",24.1,Global,3,9999
Outgoing,2005,Global Total,Other,"3,430,000",1.8,Global,3,9999
Outgoing,2005,Global Total,Unaffiliated,"27,850,000",14.5,Global,3,9999
Outgoing,2005,All Asia-Pacific,All,"67,890,000",100,Asia-Pacific,2,9001
Outgoing,2005,All Asia-Pacific,Buddhist,"7,090,000",10.4,Asia-Pacific,2,9001
Outgoing,2005,All Asia-Pacific,Christian,"15,960,000",23.5,Asia-Pacific,2,9001
Outgoing,2005,All Asia-Pacific,Hindu,"9,400,000",13.8,Asia-Pacific,2,9001
Outgoing,2005,All Asia-Pacific,Jew,"210,000",0.3,Asia-Pacific,2,9001
Outgoing,2005,All Asia-Pacific,Muslim,"22,720,000",33.5,Asia-Pacific,2,9001
Outgoing,2005,All Asia-Pacific,Other,"1,980,000",2.9,Asia-Pacific,2,9001
Outgoing,2005,All Asia-Pacific,Unaffiliated,"10,530,000",15.5,Asia-Pacific,2,9001
Outgoing,2005,All Europe,All,"54,260,000",100,Europe,2,9002
Outgoing,2005,All Europe,Buddhist,"190,000",0.3,Europe,2,9002
Outgoing,2005,All Europe,Christian,"36,700,000",67.6,Europe,2,9002
Outgoing,2005,All Europe,Hindu,"160,000",0.3,Europe,2,9002
Outgoing,2005,All Europe,Jew,"1,300,000",2.4,Europe,2,9002
Outgoing,2005,All Europe,Muslim,"3,710,000",6.8,Europe,2,9002
Outgoing,2005,All Europe,Other,"250,000",0.5,Europe,2,9002
Outgoing,2005,All Europe,Unaffiliated,"11,950,000",22,Europe,2,9002
Outgoing,2005,All Latin America-Caribbean,All,"30,860,000",100,Latin America-Caribbean,2,9003
Outgoing,2005,All Latin America-Caribbean,Buddhist,"50,000",0.2,Latin America-Caribbean,2,9003
Outgoing,2005,All Latin America-Caribbean,Christian,"26,990,000",87.5,Latin America-Caribbean,2,9003
Outgoing,2005,All Latin America-Caribbean,Hindu,"90,000",0.3,Latin America-Caribbean,2,9003
Outgoing,2005,All Latin America-Caribbean,Jew,"140,000",0.5,Latin America-Caribbean,2,9003
Outgoing,2005,All Latin America-Caribbean,Muslim,"70,000",0.2,Latin America-Caribbean,2,9003
Outgoing,2005,All Latin America-Caribbean,Other,"290,000",1,Latin America-Caribbean,2,9003
Outgoing,2005,All Latin America-Caribbean,Unaffiliated,"3,220,000",10.4,Latin America-Caribbean,2,9003
Outgoing,2005,All Middle East-North Africa,All,"16,340,000",100,Middle East-North Africa,2,9004
Outgoing,2005,All Middle East-North Africa,Buddhist,"20,000",0.1,Middle East-North Africa,2,9004
Outgoing,2005,All Middle East-North Africa,Christian,"1,810,000",11.1,Middle East-North Africa,2,9004
Outgoing,2005,All Middle East-North Africa,Hindu,"20,000",0.1,Middle East-North Africa,2,9004
Outgoing,2005,All Middle East-North Africa,Jew,"690,000",4.2,Middle East-North Africa,2,9004
Outgoing,2005,All Middle East-North Africa,Muslim,"12,880,000",78.8,Middle East-North Africa,2,9004
Outgoing,2005,All Middle East-North Africa,Other,"70,000",0.4,Middle East-North Africa,2,9004
Outgoing,2005,All Middle East-North Africa,Unaffiliated,"850,000",5.2,Middle East-North Africa,2,9004
Outgoing,2005,All North America,All,"3,640,000",100,North America,2,9005
Outgoing,2005,All North America,Buddhist,"60,000",1.7,North America,2,9005
Outgoing,2005,All North America,Christian,"2,540,000",69.7,North America,2,9005
Outgoing,2005,All North America,Hindu,"30,000",0.9,North America,2,9005
Outgoing,2005,All North America,Jew,"200,000",5.4,North America,2,9005
Outgoing,2005,All North America,Muslim,"90,000",2.4,North America,2,9005
Outgoing,2005,All North America,Other,"70,000",1.8,North America,2,9005
Outgoing,2005,All North America,Unaffiliated,"660,000",18.2,North America,2,9005
Outgoing,2005,All Sub-Saharan Africa,All,"18,430,000",100,Sub-Saharan Africa,2,9006
Outgoing,2005,All Sub-Saharan Africa,Buddhist,"20,000",0.1,Sub-Saharan Africa,2,9006
Outgoing,2005,All Sub-Saharan Africa,Christian,"10,050,000",54.6,Sub-Saharan Africa,2,9006
Outgoing,2005,All Sub-Saharan Africa,Hindu,"210,000",1.2,Sub-Saharan Africa,2,9006
Outgoing,2005,All Sub-Saharan Africa,Jew,"90,000",0.5,Sub-Saharan Africa,2,9006
Outgoing,2005,All Sub-Saharan Africa,Muslim,"6,650,000",36.1,Sub-Saharan Africa,2,9006
Outgoing,2005,All Sub-Saharan Africa,Other,"770,000",4.2,Sub-Saharan Africa,2,9006
Outgoing,2005,All Sub-Saharan Africa,Unaffiliated,"640,000",3.5,Sub-Saharan Africa,2,9006
Outgoing,2005,Afghanistan,All,"4,160,000",100,Asia-Pacific,1,4
Outgoing,2005,Afghanistan,Buddhist,"10,000",0.3,Asia-Pacific,1,4
Outgoing,2005,Afghanistan,Christian,"70,000",1.7,Asia-Pacific,1,4
Outgoing,2005,Afghanistan,Hindu,"40,000",1,Asia-Pacific,1,4
Outgoing,2005,Afghanistan,Jew,"< 10,000",0.1,Asia-Pacific,1,4
Outgoing,2005,Afghanistan,Muslim,"3,960,000",95.3,Asia-Pacific,1,4
Outgoing,2005,Afghanistan,Other,"30,000",0.8,Asia-Pacific,1,4
Outgoing,2005,Afghanistan,Unaffiliated,"30,000",0.8,Asia-Pacific,1,4
Outgoing,2005,Albania,All,"970,000",100,Europe,1,8
Outgoing,2005,Albania,Buddhist,"< 10,000",0.7,Europe,1,8
Outgoing,2005,Albania,Christian,"460,000",47.5,Europe,1,8
Outgoing,2005,Albania,Hindu,"< 10,000",0,Europe,1,8
Outgoing,2005,Albania,Jew,"< 10,000",0,Europe,1,8
Outgoing,2005,Albania,Muslim,"360,000",36.7,Europe,1,8
Outgoing,2005,Albania,Other,"< 10,000",0.7,Europe,1,8
Outgoing,2005,Albania,Unaffiliated,"140,000",14.3,Europe,1,8
Outgoing,2005,Algeria,All,"1,610,000",100,Middle East-North Africa,1,12
Outgoing,2005,Algeria,Buddhist,"< 10,000",0.1,Middle East-North Africa,1,12
Outgoing,2005,Algeria,Christian,"240,000",14.6,Middle East-North Africa,1,12
Outgoing,2005,Algeria,Hindu,"< 10,000",0,Middle East-North Africa,1,12
Outgoing,2005,Algeria,Jew,"50,000",2.8,Middle East-North Africa,1,12
Outgoing,2005,Algeria,Muslim,"870,000",53.8,Middle East-North Africa,1,12
Outgoing,2005,Algeria,Other,"< 10,000",0.4,Middle East-North Africa,1,12
Outgoing,2005,Algeria,Unaffiliated,"450,000",28.2,Middle East-North Africa,1,12
Outgoing,2005,American Samoa,All,"< 10,000",100,Asia-Pacific,1,16
Outgoing,2005,American Samoa,Buddhist,"< 10,000",1.7,Asia-Pacific,1,16
Outgoing,2005,American Samoa,Christian,"< 10,000",79,Asia-Pacific,1,16
Outgoing,2005,American Samoa,Hindu,"< 10,000",2,Asia-Pacific,1,16
Outgoing,2005,American Samoa,Jew,"< 10,000",0.4,Asia-Pacific,1,16
Outgoing,2005,American Samoa,Muslim,"< 10,000",1.7,Asia-Pacific,1,16
Outgoing,2005,American Samoa,Other,"< 10,000",0.9,Asia-Pacific,1,16
Outgoing,2005,American Samoa,Unaffiliated,"< 10,000",14.3,Asia-Pacific,1,16
Outgoing,2005,Andorra,All,"< 10,000",100,Europe,1,20
Outgoing,2005,Andorra,Buddhist,"< 10,000",0.5,Europe,1,20
Outgoing,2005,Andorra,Christian,"< 10,000",66.1,Europe,1,20
Outgoing,2005,Andorra,Hindu,"< 10,000",0.2,Europe,1,20
Outgoing,2005,Andorra,Jew,"< 10,000",1.3,Europe,1,20
Outgoing,2005,Andorra,Muslim,"< 10,000",7.4,Europe,1,20
Outgoing,2005,Andorra,Other,"< 10,000",0.8,Europe,1,20
Outgoing,2005,Andorra,Unaffiliated,"< 10,000",23.8,Europe,1,20
Outgoing,2005,Angola,All,"800,000",100,Sub-Saharan Africa,1,24
Outgoing,2005,Angola,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,24
Outgoing,2005,Angola,Christian,"630,000",77.8,Sub-Saharan Africa,1,24
Outgoing,2005,Angola,Hindu,"< 10,000",0,Sub-Saharan Africa,1,24
Outgoing,2005,Angola,Jew,"< 10,000",0,Sub-Saharan Africa,1,24
Outgoing,2005,Angola,Muslim,"60,000",7.8,Sub-Saharan Africa,1,24
Outgoing,2005,Angola,Other,"40,000",4.8,Sub-Saharan Africa,1,24
Outgoing,2005,Angola,Unaffiliated,"80,000",9.5,Sub-Saharan Africa,1,24
Outgoing,2005,Antigua and Barbuda,All,"40,000",100,Latin America-Caribbean,1,28
Outgoing,2005,Antigua and Barbuda,Buddhist,"< 10,000",0.5,Latin America-Caribbean,1,28
Outgoing,2005,Antigua and Barbuda,Christian,"30,000",84.8,Latin America-Caribbean,1,28
Outgoing,2005,Antigua and Barbuda,Hindu,"< 10,000",0.3,Latin America-Caribbean,1,28
Outgoing,2005,Antigua and Barbuda,Jew,"< 10,000",0.3,Latin America-Caribbean,1,28
Outgoing,2005,Antigua and Barbuda,Muslim,"< 10,000",0.2,Latin America-Caribbean,1,28
Outgoing,2005,Antigua and Barbuda,Other,"< 10,000",1.8,Latin America-Caribbean,1,28
Outgoing,2005,Antigua and Barbuda,Unaffiliated,"< 10,000",12,Latin America-Caribbean,1,28
Outgoing,2005,Azerbaijan,All,"1,510,000",100,Asia-Pacific,1,31
Outgoing,2005,Azerbaijan,Buddhist,"< 10,000",0,Asia-Pacific,1,31
Outgoing,2005,Azerbaijan,Christian,"480,000",32,Asia-Pacific,1,31
Outgoing,2005,Azerbaijan,Hindu,"< 10,000",0.3,Asia-Pacific,1,31
Outgoing,2005,Azerbaijan,Jew,"30,000",1.8,Asia-Pacific,1,31
Outgoing,2005,Azerbaijan,Muslim,"790,000",52.6,Asia-Pacific,1,31
Outgoing,2005,Azerbaijan,Other,"< 10,000",0.2,Asia-Pacific,1,31
Outgoing,2005,Azerbaijan,Unaffiliated,"200,000",13.2,Asia-Pacific,1,31
Outgoing,2005,Argentina,All,"830,000",100,Latin America-Caribbean,1,32
Outgoing,2005,Argentina,Buddhist,"< 10,000",0.4,Latin America-Caribbean,1,32
Outgoing,2005,Argentina,Christian,"570,000",69.1,Latin America-Caribbean,1,32
Outgoing,2005,Argentina,Hindu,"< 10,000",0.1,Latin America-Caribbean,1,32
Outgoing,2005,Argentina,Jew,"40,000",5.3,Latin America-Caribbean,1,32
Outgoing,2005,Argentina,Muslim,"< 10,000",0.6,Latin America-Caribbean,1,32
Outgoing,2005,Argentina,Other,"10,000",1.5,Latin America-Caribbean,1,32
Outgoing,2005,Argentina,Unaffiliated,"190,000",22.9,Latin America-Caribbean,1,32
Outgoing,2005,Australia,All,"440,000",100,Asia-Pacific,1,36
Outgoing,2005,Australia,Buddhist,"< 10,000",1.6,Asia-Pacific,1,36
Outgoing,2005,Australia,Christian,"330,000",74.3,Asia-Pacific,1,36
Outgoing,2005,Australia,Hindu,"< 10,000",0.8,Asia-Pacific,1,36
Outgoing,2005,Australia,Jew,"< 10,000",1,Asia-Pacific,1,36
Outgoing,2005,Australia,Muslim,"10,000",2.5,Asia-Pacific,1,36
Outgoing,2005,Australia,Other,"< 10,000",1.8,Asia-Pacific,1,36
Outgoing,2005,Australia,Unaffiliated,"80,000",17.9,Asia-Pacific,1,36
Outgoing,2005,Austria,All,"510,000",100,Europe,1,40
Outgoing,2005,Austria,Buddhist,"< 10,000",0.2,Europe,1,40
Outgoing,2005,Austria,Christian,"350,000",69.1,Europe,1,40
Outgoing,2005,Austria,Hindu,"< 10,000",0.1,Europe,1,40
Outgoing,2005,Austria,Jew,"10,000",2.5,Europe,1,40
Outgoing,2005,Austria,Muslim,"20,000",3.6,Europe,1,40
Outgoing,2005,Austria,Other,"< 10,000",0.3,Europe,1,40
Outgoing,2005,Austria,Unaffiliated,"120,000",24.1,Europe,1,40
Outgoing,2005,Bahamas,All,"40,000",100,Latin America-Caribbean,1,44
Outgoing,2005,Bahamas,Buddhist,"< 10,000",0.3,Latin America-Caribbean,1,44
Outgoing,2005,Bahamas,Christian,"30,000",85.1,Latin America-Caribbean,1,44
Outgoing,2005,Bahamas,Hindu,"< 10,000",0.4,Latin America-Caribbean,1,44
Outgoing,2005,Bahamas,Jew,"< 10,000",0.4,Latin America-Caribbean,1,44
Outgoing,2005,Bahamas,Muslim,"< 10,000",0.2,Latin America-Caribbean,1,44
Outgoing,2005,Bahamas,Other,"< 10,000",0.6,Latin America-Caribbean,1,44
Outgoing,2005,Bahamas,Unaffiliated,"< 10,000",13,Latin America-Caribbean,1,44
Outgoing,2005,Bahrain,All,"60,000",100,Middle East-North Africa,1,48
Outgoing,2005,Bahrain,Buddhist,"< 10,000",0.5,Middle East-North Africa,1,48
Outgoing,2005,Bahrain,Christian,"< 10,000",14.8,Middle East-North Africa,1,48
Outgoing,2005,Bahrain,Hindu,"< 10,000",1,Middle East-North Africa,1,48
Outgoing,2005,Bahrain,Jew,"< 10,000",0.3,Middle East-North Africa,1,48
Outgoing,2005,Bahrain,Muslim,"50,000",80.2,Middle East-North Africa,1,48
Outgoing,2005,Bahrain,Other,"< 10,000",0.5,Middle East-North Africa,1,48
Outgoing,2005,Bahrain,Unaffiliated,"< 10,000",2.6,Middle East-North Africa,1,48
Outgoing,2005,Bangladesh,All,"5,670,000",100,Asia-Pacific,1,50
Outgoing,2005,Bangladesh,Buddhist,"490,000",8.6,Asia-Pacific,1,50
Outgoing,2005,Bangladesh,Christian,"170,000",3,Asia-Pacific,1,50
Outgoing,2005,Bangladesh,Hindu,"2,090,000",36.9,Asia-Pacific,1,50
Outgoing,2005,Bangladesh,Jew,"< 10,000",0,Asia-Pacific,1,50
Outgoing,2005,Bangladesh,Muslim,"2,780,000",49.1,Asia-Pacific,1,50
Outgoing,2005,Bangladesh,Other,"110,000",1.9,Asia-Pacific,1,50
Outgoing,2005,Bangladesh,Unaffiliated,"30,000",0.5,Asia-Pacific,1,50
Outgoing,2005,Armenia,All,"910,000",100,Asia-Pacific,1,51
Outgoing,2005,Armenia,Buddhist,"20,000",1.9,Asia-Pacific,1,51
Outgoing,2005,Armenia,Christian,"620,000",68,Asia-Pacific,1,51
Outgoing,2005,Armenia,Hindu,"10,000",1.3,Asia-Pacific,1,51
Outgoing,2005,Armenia,Jew,"< 10,000",0.3,Asia-Pacific,1,51
Outgoing,2005,Armenia,Muslim,"90,000",9.5,Asia-Pacific,1,51
Outgoing,2005,Armenia,Other,"20,000",2,Asia-Pacific,1,51
Outgoing,2005,Armenia,Unaffiliated,"160,000",17.1,Asia-Pacific,1,51
Outgoing,2005,Barbados,All,"100,000",100,Latin America-Caribbean,1,52
Outgoing,2005,Barbados,Buddhist,"< 10,000",0.2,Latin America-Caribbean,1,52
Outgoing,2005,Barbados,Christian,"80,000",86.2,Latin America-Caribbean,1,52
Outgoing,2005,Barbados,Hindu,"< 10,000",0.3,Latin America-Caribbean,1,52
Outgoing,2005,Barbados,Jew,"< 10,000",0.3,Latin America-Caribbean,1,52
Outgoing,2005,Barbados,Muslim,"< 10,000",0.3,Latin America-Caribbean,1,52
Outgoing,2005,Barbados,Other,"< 10,000",0.6,Latin America-Caribbean,1,52
Outgoing,2005,Barbados,Unaffiliated,"10,000",12.1,Latin America-Caribbean,1,52
Outgoing,2005,Belgium,All,"450,000",100,Europe,1,56
Outgoing,2005,Belgium,Buddhist,"< 10,000",0.3,Europe,1,56
Outgoing,2005,Belgium,Christian,"260,000",57.8,Europe,1,56
Outgoing,2005,Belgium,Hindu,"< 10,000",0.1,Europe,1,56
Outgoing,2005,Belgium,Jew,"< 10,000",2.2,Europe,1,56
Outgoing,2005,Belgium,Muslim,"20,000",3.4,Europe,1,56
Outgoing,2005,Belgium,Other,"< 10,000",0.5,Europe,1,56
Outgoing,2005,Belgium,Unaffiliated,"160,000",35.7,Europe,1,56
Outgoing,2005,Bermuda,All,"20,000",100,North America,1,60
Outgoing,2005,Bermuda,Buddhist,"< 10,000",1.6,North America,1,60
Outgoing,2005,Bermuda,Christian,"10,000",66.9,North America,1,60
Outgoing,2005,Bermuda,Hindu,"< 10,000",0.9,North America,1,60
Outgoing,2005,Bermuda,Jew,"< 10,000",4,North America,1,60
Outgoing,2005,Bermuda,Muslim,"< 10,000",1,North America,1,60
Outgoing,2005,Bermuda,Other,"< 10,000",2.7,North America,1,60
Outgoing,2005,Bermuda,Unaffiliated,"< 10,000",23,North America,1,60
Outgoing,2005,Bhutan,All,"130,000",100,Asia-Pacific,1,64
Outgoing,2005,Bhutan,Buddhist,"20,000",18,Asia-Pacific,1,64
Outgoing,2005,Bhutan,Christian,"< 10,000",3.1,Asia-Pacific,1,64
Outgoing,2005,Bhutan,Hindu,"80,000",64.5,Asia-Pacific,1,64
Outgoing,2005,Bhutan,Jew,"< 10,000",0,Asia-Pacific,1,64
Outgoing,2005,Bhutan,Muslim,"< 10,000",1.5,Asia-Pacific,1,64
Outgoing,2005,Bhutan,Other,"20,000",12.6,Asia-Pacific,1,64
Outgoing,2005,Bhutan,Unaffiliated,"< 10,000",0.3,Asia-Pacific,1,64
Outgoing,2005,Bolivia,All,"560,000",100,Latin America-Caribbean,1,68
Outgoing,2005,Bolivia,Buddhist,"< 10,000",0.2,Latin America-Caribbean,1,68
Outgoing,2005,Bolivia,Christian,"490,000",87.3,Latin America-Caribbean,1,68
Outgoing,2005,Bolivia,Hindu,"< 10,000",0.1,Latin America-Caribbean,1,68
Outgoing,2005,Bolivia,Jew,"< 10,000",0.3,Latin America-Caribbean,1,68
Outgoing,2005,Bolivia,Muslim,"< 10,000",0.1,Latin America-Caribbean,1,68
Outgoing,2005,Bolivia,Other,"10,000",2.4,Latin America-Caribbean,1,68
Outgoing,2005,Bolivia,Unaffiliated,"50,000",9.6,Latin America-Caribbean,1,68
Outgoing,2005,Bosnia-Herzegovina,All,"1,580,000",100,Europe,1,70
Outgoing,2005,Bosnia-Herzegovina,Buddhist,"< 10,000",0,Europe,1,70
Outgoing,2005,Bosnia-Herzegovina,Christian,"1,030,000",65.6,Europe,1,70
Outgoing,2005,Bosnia-Herzegovina,Hindu,"< 10,000",0,Europe,1,70
Outgoing,2005,Bosnia-Herzegovina,Jew,"< 10,000",0.5,Europe,1,70
Outgoing,2005,Bosnia-Herzegovina,Muslim,"260,000",16.3,Europe,1,70
